id_parcela,region,variedad,superficie_ha,temp_promedio,humedad_suelo,ph_suelo,horas_sol,riego_mm,fertilizante_kg,densidad_plantas,rendimiento_kg_ha,calidad_cosecha
PARC-00699,La Libertad,Emerald,6.95,19.5,57.3,6.6,9.2,578.0,257.0,4175.0,8474.0,Baja
PARC-00700,Lambayeque,Rocio,5.9,19.5,56.7,6.03,8.9,489.0,179.0,4087.0,9081.0,Alta
PARC-00701,Lambayeque,Emerald,11.44,20.4,62.4,5.64,8.7,564.0,174.0,3945.0,9720.0,Alta
PARC-00702,La Libertad,Rocio,9.01,19.3,54.9,5.71,9.4,591.0,201.0,4294.0,9317.0,Alta
PARC-00703,Ica,Biloxi,11.66,18.6,63.7,,9.3,566.0,170.0,3725.0,9106.0,Alta
PARC-00704,La Libertad,Emerald,10.46,21.1,50.1,6.16,6.8,621.0,278.0,3143.0,9335.0,Alta
PARC-00705,La Libertad,Biloxi,10.17,19.4,62.4,5.64,8.3,509.0,178.0,4011.0,9153.0,Alta
PARC-00706,Lambayeque,Biloxi,9.26,23.4,47.9,5.55,9.5,678.0,200.0,4228.0,9194.0,Alta
PARC-00707,Lambayeque,Biloxi,8.46,21.1,53.1,6.94,9.2,485.0,286.0,3781.0,8135.0,Baja
PARC-00708,Ica,Ventura,10.87,20.4,53.0,7.19,8.2,491.0,269.0,4097.0,7656.0,Baja
PARC-00709,Ica,Biloxi,8.13,21.7,35.9,5.92,9.8,789.0,196.0,3832.0,8966.0,Media
PARC-00710,La Libertad,Ventura,2.75,22.0,40.6,5.25,9.9,714.0,208.0,3702.0,8937.0,Media
PARC-00711,Lambayeque,Biloxi,7.83,23.0,37.1,6.12,,586.0,238.0,3741.0,8160.0,Baja
PARC-00712,Ica,Biloxi,3.03,19.3,60.3,6.5,8.3,536.0,289.0,4524.0,9569.0,Alta
PARC-00713,La Libertad,Ventura,11.49,20.8,48.3,6.21,8.4,548.0,224.0,3318.0,9066.0,Alta
PARC-00714,La Libertad,Ventura,8.47,21.4,52.8,6.21,7.1,578.0,218.0,3432.0,8969.0,Media
PARC-00715,Ica,Ventura,7.56,21.4,57.3,6.41,9.0,622.0,302.0,4316.0,8664.0,Media
PARC-00716,La Libertad,Ventura,3.98,18.9,53.9,5.34,9.0,500.0,197.0,4365.0,9036.0,Media
PARC-00717,Ica,Ventura,7.16,21.8,43.1,5.37,9.8,787.0,255.0,3424.0,9392.0,Alta
PARC-00718,La Libertad,Biloxi,5.43,19.0,59.1,5.7,,526.0,235.0,4023.0,8707.0,Media
PARC-00719,Ica,Ventura,8.75,19.5,55.7,7.29,8.1,512.0,293.0,4092.0,7457.0,Baja
PARC-00720,Lambayeque,Rocio,8.04,21.2,46.9,6.13,7.0,607.0,242.0,3411.0,8810.0,Media
PARC-00721,Lambayeque,Biloxi,6.99,22.1,41.8,5.59,8.8,716.0,210.0,4279.0,9354.0,Alta
PARC-00722,Lambayeque,Biloxi,4.53,22.3,45.0,5.35,9.0,730.0,243.0,3561.0,8781.0,Media
PARC-00723,La Libertad,Rocio,7.26,20.9,61.8,5.43,9.2,563.0,231.0,3963.0,9398.0,Alta
PARC-00724,Lambayeque,Emerald,6.62,22.1,57.3,6.62,6.9,562.0,203.0,3814.0,8318.0,Baja
PARC-00725,Ica,Ventura,10.51,20.0,,5.64,8.5,593.0,214.0,3771.0,9667.0,Alta
PARC-00726,Ica,Rocio,10.94,21.0,69.6,5.7,9.7,554.0,150.0,3639.0,8777.0,Media
PARC-00727,Ica,Ventura,9.59,20.2,,5.32,9.0,576.0,156.0,3988.0,9513.0,Alta
PARC-00728,Lambayeque,Emerald,5.2,21.2,55.4,5.67,8.7,573.0,233.0,4285.0,9116.0,Alta
PARC-00729,Lambayeque,Emerald,2.38,22.5,34.1,5.56,9.9,682.0,203.0,3518.0,9130.0,Alta
PARC-00730,Lambayeque,Biloxi,11.25,22.0,47.6,5.61,9.0,687.0,162.0,3546.0,8755.0,Media
PARC-00731,Lambayeque,Rocio,11.92,20.7,55.0,5.72,8.6,561.0,208.0,4221.0,9227.0,Alta
PARC-00732,Lambayeque,Emerald,3.27,20.3,,5.23,9.5,558.0,234.0,4089.0,9268.0,Alta
PARC-00733,La Libertad,Biloxi,8.86,18.9,64.2,5.43,9.2,523.0,249.0,3881.0,8927.0,Media
PARC-00734,La Libertad,Rocio,6.25,23.6,39.4,5.98,9.5,698.0,229.0,3132.0,7897.0,Baja
PARC-00735,Lambayeque,Emerald,3.49,19.7,60.5,5.28,9.2,618.0,185.0,4199.0,9128.0,Alta
PARC-00736,La Libertad,Rocio,11.98,19.6,64.6,6.99,8.6,512.0,326.0,4194.0,8305.0,Baja
PARC-00737,La Libertad,Rocio,11.33,17.8,59.8,5.44,8.6,595.0,190.0,4056.0,8726.0,Media
PARC-00738,La Libertad,Ventura,11.83,19.7,51.8,5.27,9.5,461.0,177.0,4000.0,9197.0,Alta
PARC-00739,Ica,Rocio,3.44,22.7,39.8,5.9,10.0,652.0,247.0,3734.0,8186.0,Baja
PARC-00740,Ica,Biloxi,6.92,21.8,40.8,5.56,10.3,714.0,216.0,4025.0,9007.0,Media
PARC-00741,Lambayeque,Ventura,10.96,21.4,63.3,5.39,9.7,519.0,230.0,3760.0,9516.0,Alta
PARC-00742,Ica,Emerald,8.75,20.9,58.3,5.29,8.9,562.0,185.0,4238.0,9449.0,Alta
PARC-00743,Ica,Emerald,6.35,21.9,49.0,6.6,7.4,630.0,251.0,3403.0,8373.0,Baja
PARC-00744,La Libertad,Biloxi,7.17,19.5,62.7,5.59,9.0,531.0,205.0,4238.0,9364.0,Alta
PARC-00745,La Libertad,Biloxi,2.39,23.4,43.4,5.88,9.8,707.0,247.0,3777.0,8207.0,Baja
PARC-00746,La Libertad,Rocio,8.12,22.5,47.4,5.92,9.5,681.0,254.0,4000.0,9271.0,Alta
PARC-00747,La Libertad,Rocio,10.6,21.6,64.0,5.7,10.6,572.0,215.0,4276.0,9817.0,Alta
PARC-00748,Lambayeque,Emerald,2.03,22.8,38.6,5.67,9.5,672.0,214.0,3866.0,8792.0,Media
PARC-00749,La Libertad,Emerald,3.6,21.6,61.8,6.8,8.5,621.0,309.0,3731.0,9125.0,Alta
PARC-00750,Ica,Rocio,7.18,23.0,44.3,6.47,7.1,580.0,202.0,3319.0,7883.0,Baja
PARC-00751,Lambayeque,Biloxi,7.61,19.2,58.1,5.4,9.3,543.0,204.0,4372.0,8909.0,Media
PARC-00752,La Libertad,Rocio,5.43,20.7,59.3,5.37,9.6,583.0,152.0,4022.0,9099.0,Alta
PARC-00753,Ica,Biloxi,2.28,20.1,63.3,5.68,9.1,575.0,202.0,3932.0,9237.0,Alta
PARC-00754,Ica,Emerald,9.44,22.2,43.9,5.86,10.0,688.0,233.0,3819.0,9629.0,Alta
PARC-00755,Lambayeque,Ventura,4.43,20.9,57.5,,,503.0,251.0,4000.0,8522.0,Baja
PARC-00756,Lambayeque,Rocio,8.45,19.8,60.1,5.49,8.0,533.0,202.0,4030.0,9000.0,Media
PARC-00757,Ica,Biloxi,7.59,19.8,62.1,5.28,8.2,535.0,223.0,4522.0,8970.0,Media
PARC-00758,Lambayeque,Emerald,6.31,21.9,37.5,6.15,7.1,633.0,248.0,3373.0,9049.0,Media
PARC-00759,Ica,Biloxi,7.9,20.6,53.7,5.45,,557.0,216.0,3871.0,9580.0,Alta
PARC-00760,La Libertad,Biloxi,8.95,21.5,42.9,5.63,10.8,761.0,231.0,3862.0,9067.0,Alta
PARC-00761,Lambayeque,Ventura,7.72,20.1,57.7,6.7,9.6,581.0,319.0,4160.0,8142.0,Baja
PARC-00762,Lambayeque,Rocio,7.58,20.1,61.8,5.67,8.6,536.0,119.0,3945.0,8938.0,Media
PARC-00763,La Libertad,Ventura,6.36,19.6,55.6,5.53,9.0,455.0,206.0,3868.0,9809.0,Alta
PARC-00764,La Libertad,Emerald,6.3,20.4,54.5,5.51,8.9,563.0,204.0,4036.0,9491.0,Alta
PARC-00765,La Libertad,Emerald,6.91,21.8,47.0,6.5,7.0,570.0,201.0,3179.0,8496.0,Baja
PARC-00766,La Libertad,Rocio,6.52,18.8,53.6,5.38,9.0,524.0,219.0,4030.0,9749.0,Alta
PARC-00767,La Libertad,Ventura,6.39,19.2,58.8,5.55,9.2,629.0,180.0,4082.0,9871.0,Alta
PARC-00768,La Libertad,Biloxi,4.1,20.3,59.9,5.4,8.2,529.0,168.0,3668.0,9248.0,Alta
PARC-00769,Ica,Rocio,9.25,19.4,55.5,5.62,9.3,512.0,192.0,3635.0,9285.0,Alta
PARC-00770,Lambayeque,Ventura,3.33,20.1,,6.78,8.7,590.0,228.0,4378.0,8369.0,Baja
PARC-00771,Lambayeque,Biloxi,11.09,19.6,61.7,5.66,8.6,594.0,155.0,3788.0,9184.0,Alta
PARC-00772,La Libertad,Rocio,8.25,22.6,35.7,,9.0,698.0,147.0,3664.0,8292.0,Baja
PARC-00773,Ica,Rocio,2.49,22.3,39.1,5.47,9.3,772.0,230.0,3660.0,8458.0,Baja
PARC-00774,La Libertad,Biloxi,8.59,22.4,48.9,6.46,7.9,701.0,233.0,3485.0,7876.0,Baja
PARC-00775,La Libertad,Rocio,5.62,20.6,67.2,5.6,9.0,458.0,139.0,4132.0,9596.0,Alta
PARC-00776,Lambayeque,Emerald,11.3,21.2,51.0,6.22,7.7,552.0,246.0,3601.0,8419.0,Baja
PARC-00777,Ica,Ventura,11.36,21.0,63.5,7.08,9.5,555.0,239.0,4727.0,8737.0,Media
PARC-00778,Ica,Emerald,10.46,19.7,,5.51,9.1,590.0,204.0,4407.0,9084.0,Alta
PARC-00779,Lambayeque,Biloxi,7.68,19.3,51.9,7.01,9.6,568.0,295.0,3701.0,8789.0,Media
PARC-00780,Lambayeque,Biloxi,11.19,22.3,45.1,6.44,8.5,553.0,257.0,2831.0,8364.0,Baja
PARC-00781,Lambayeque,Biloxi,8.5,20.0,59.5,5.71,8.5,668.0,211.0,4195.0,8798.0,Media
PARC-00782,Lambayeque,Biloxi,10.75,22.7,40.0,6.1,6.7,591.0,260.0,3086.0,8825.0,Media
PARC-00783,La Libertad,Emerald,3.6,22.4,39.9,5.45,,742.0,197.0,3526.0,9266.0,Alta
PARC-00784,La Libertad,Rocio,11.04,20.1,49.9,7.06,8.0,506.0,280.0,4465.0,7867.0,Baja
PARC-00785,Ica,Ventura,8.62,21.9,45.8,6.52,7.6,551.0,221.0,3939.0,8375.0,Baja
PARC-00786,Ica,Biloxi,5.03,22.5,40.5,5.21,9.5,736.0,224.0,4357.0,8554.0,Baja
PARC-00787,La Libertad,Ventura,11.98,22.8,44.1,6.15,7.3,577.0,184.0,3381.0,8407.0,Baja
PARC-00788,La Libertad,Emerald,8.87,20.4,68.1,5.66,8.2,609.0,190.0,4127.0,9254.0,Alta
PARC-00789,La Libertad,Rocio,11.08,20.4,60.5,7.01,8.7,514.0,282.0,4353.0,8162.0,Baja
PARC-00790,La Libertad,Emerald,2.06,21.2,59.3,6.67,9.2,560.0,251.0,4126.0,8066.0,Baja
PARC-00791,La Libertad,Ventura,7.52,19.0,62.3,5.37,9.1,538.0,258.0,4596.0,9061.0,Alta
PARC-00792,Lambayeque,Emerald,9.13,23.5,46.2,6.16,9.9,707.0,239.0,3660.0,8489.0,Baja
PARC-00793,La Libertad,Biloxi,2.14,20.0,60.3,5.43,9.6,536.0,187.0,4345.0,9288.0,Alta
PARC-00794,La Libertad,Ventura,9.63,19.6,59.8,5.18,9.4,632.0,222.0,4465.0,9185.0,Alta
PARC-00795,La Libertad,Emerald,8.51,19.3,61.0,5.31,8.9,582.0,203.0,3747.0,8983.0,Media
PARC-00796,Lambayeque,Biloxi,4.75,18.9,54.1,5.6,10.1,607.0,143.0,4455.0,9102.0,Alta
PARC-00797,La Libertad,Biloxi,8.89,20.7,53.4,5.44,9.6,573.0,161.0,4253.0,9716.0,Alta
PARC-00798,La Libertad,Rocio,3.31,18.3,59.0,5.73,9.0,529.0,227.0,4344.0,8748.0,Media
PARC-00799,Lambayeque,Biloxi,10.24,19.9,61.8,6.62,8.3,546.0,313.0,4464.0,8927.0,Media
PARC-00800,Lambayeque,Biloxi,10.66,19.2,63.8,7.17,8.2,454.0,263.0,4481.0,7973.0,Baja
PARC-00801,La Libertad,Emerald,6.85,21.8,54.3,7.25,7.6,545.0,252.0,4488.0,7696.0,Baja
PARC-00802,Lambayeque,Ventura,7.07,21.0,63.8,5.72,9.4,561.0,203.0,4041.0,9014.0,Media
PARC-00803,La Libertad,Rocio,6.02,23.3,46.4,6.18,7.5,693.0,235.0,3823.0,8107.0,Baja
PARC-00804,Lambayeque,Rocio,5.45,22.6,37.2,5.68,9.2,671.0,222.0,3766.0,8777.0,Media
PARC-00805,La Libertad,Rocio,10.73,19.0,55.9,5.44,9.1,611.0,199.0,4351.0,9092.0,Alta
PARC-00806,Ica,Ventura,5.05,20.9,108.9,5.62,8.9,606.0,219.0,3802.0,9350.0,Alta
PARC-00807,Ica,Rocio,6.03,21.5,62.1,6.63,9.2,581.0,215.0,3683.0,8726.0,Media
PARC-00808,Lambayeque,Ventura,5.0,20.1,67.1,5.46,9.2,573.0,169.0,4228.0,9963.0,Alta
PARC-00809,Ica,Biloxi,8.57,21.0,33.7,5.37,9.0,717.0,217.0,4066.0,9255.0,Alta
PARC-00810,La Libertad,Rocio,10.14,21.7,46.9,6.2,7.0,591.0,262.0,3350.0,8157.0,Baja
PARC-00811,Lambayeque,Emerald,3.64,18.9,57.3,5.72,9.2,537.0,213.0,4085.0,9564.0,Alta
PARC-00812,La Libertad,Biloxi,4.55,20.0,62.8,5.35,9.0,537.0,152.0,3870.0,9242.0,Alta
PARC-00813,La Libertad,Rocio,3.04,22.2,51.0,6.04,8.0,603.0,230.0,3048.0,9367.0,Alta
PARC-00814,Lambayeque,Biloxi,3.6,23.1,44.6,5.72,9.6,746.0,238.0,3894.0,9056.0,Alta
PARC-00815,Lambayeque,Emerald,6.07,21.3,61.7,5.24,8.2,545.0,247.0,4053.0,8974.0,Media
PARC-00816,Lambayeque,Ventura,9.76,21.9,49.6,6.55,7.7,647.0,199.0,3518.0,8679.0,Media
PARC-00817,Ica,Biloxi,7.42,23.2,44.2,6.39,7.8,612.0,225.0,3303.0,7956.0,Baja
PARC-00818,Lambayeque,Rocio,2.53,23.5,29.9,5.54,9.3,748.0,257.0,3437.0,8384.0,Baja
PARC-00819,Ica,Emerald,8.25,21.3,57.2,6.64,8.7,575.0,263.0,3812.0,8784.0,Media
PARC-00820,Ica,Rocio,9.95,21.0,61.5,5.59,8.3,589.0,190.0,4316.0,9527.0,Alta
PARC-00821,Ica,Emerald,5.93,19.3,60.8,,8.9,567.0,192.0,3938.0,9550.0,Alta
PARC-00822,La Libertad,Rocio,4.45,23.6,35.0,5.37,9.4,687.0,163.0,3962.0,8361.0,Baja
PARC-00823,Lambayeque,Rocio,9.64,21.3,64.5,5.35,9.3,519.0,164.0,4358.0,9943.0,Alta
PARC-00824,Lambayeque,Rocio,2.24,22.0,,6.83,8.6,575.0,231.0,4281.0,8100.0,Baja
PARC-00825,Ica,Emerald,10.16,23.6,50.7,6.27,7.2,602.0,240.0,3650.0,7518.0,Baja
PARC-00826,La Libertad,Biloxi,10.04,18.6,64.0,5.45,8.9,567.0,217.0,3893.0,8746.0,Media
PARC-00827,La Libertad,Ventura,10.88,23.0,44.5,5.51,9.5,699.0,261.0,3091.0,9096.0,Alta
PARC-00828,La Libertad,Emerald,2.89,20.6,60.5,5.25,8.9,608.0,250.0,4279.0,9239.0,Alta
PARC-00829,La Libertad,Biloxi,3.08,22.8,44.6,5.91,7.4,527.0,225.0,3423.0,8610.0,Media
PARC-00830,Ica,Biloxi,10.73,19.0,62.1,5.67,9.4,583.0,211.0,4082.0,9097.0,Alta
PARC-00831,La Libertad,Ventura,6.75,19.4,57.7,6.67,8.2,629.0,267.0,4252.0,8496.0,Baja
PARC-00832,La Libertad,Rocio,5.92,21.7,40.0,5.38,9.4,695.0,190.0,3816.0,8829.0,Media
PARC-00833,Lambayeque,Ventura,7.73,23.0,39.0,5.51,9.4,700.0,158.0,3915.0,8792.0,Media
PARC-00834,La Libertad,Rocio,2.59,18.9,55.4,6.99,8.9,470.0,271.0,4292.0,8183.0,Baja
PARC-00835,La Libertad,Rocio,8.44,21.5,55.2,6.45,8.3,514.0,287.0,3521.0,8822.0,Media
PARC-00836,Lambayeque,Ventura,11.45,22.1,45.4,5.72,10.1,658.0,199.0,3489.0,9103.0,Alta
PARC-00837,Lambayeque,Biloxi,8.76,20.1,64.1,6.9,9.3,491.0,217.0,4559.0,8311.0,Baja
PARC-00838,Ica,Rocio,6.65,22.6,56.5,5.81,8.6,590.0,245.0,3196.0,8333.0,Baja
PARC-00839,Lambayeque,Rocio,11.61,21.9,45.4,5.9,8.9,681.0,208.0,3946.0,8473.0,Baja
PARC-00840,Ica,Emerald,8.89,21.1,33.1,5.7,8.5,681.0,215.0,3904.0,10015.0,Alta
PARC-00841,La Libertad,Rocio,2.57,19.5,51.8,5.57,9.1,573.0,160.0,4261.0,9726.0,Alta
PARC-00842,Lambayeque,Biloxi,8.7,20.6,58.4,6.68,8.9,512.0,301.0,4882.0,9062.0,Alta
PARC-00843,Lambayeque,Ventura,2.6,22.4,38.4,5.77,9.6,673.0,211.0,3896.0,8661.0,Media
PARC-00844,Lambayeque,Emerald,5.07,23.9,43.4,5.84,9.2,678.0,203.0,3764.0,8180.0,Baja
PARC-00845,La Libertad,Biloxi,8.16,21.6,60.3,5.49,9.2,635.0,169.0,4151.0,8895.0,Media
PARC-00846,La Libertad,Rocio,4.16,23.0,,6.19,6.4,603.0,260.0,3491.0,7893.0,Baja
PARC-00847,La Libertad,Emerald,2.38,21.7,,5.78,9.3,727.0,217.0,3980.0,8885.0,Media
PARC-00848,Ica,Ventura,8.18,20.9,55.3,6.39,7.9,625.0,234.0,4107.0,9225.0,Alta
PARC-00849,Ica,Biloxi,4.86,19.4,57.6,5.49,9.7,626.0,213.0,4006.0,9579.0,Alta
PARC-00850,La Libertad,Biloxi,7.33,23.1,52.9,6.07,8.2,602.0,236.0,3575.0,8124.0,Baja
PARC-00851,Lambayeque,Emerald,4.61,22.0,58.2,5.39,8.1,609.0,229.0,4704.0,8880.0,Media
PARC-00852,Lambayeque,Rocio,8.86,18.9,66.3,5.51,9.4,481.0,244.0,4297.0,9464.0,Alta
PARC-00853,Lambayeque,Biloxi,10.96,22.3,36.7,6.16,6.7,668.0,283.0,3763.0,8386.0,Baja
PARC-00854,La Libertad,Ventura,2.87,22.0,43.7,6.07,8.4,571.0,164.0,3808.0,8831.0,Media
PARC-00855,Ica,Emerald,9.86,20.0,62.8,5.35,8.7,531.0,144.0,4315.0,9404.0,Alta
PARC-00856,Lambayeque,Ventura,3.56,21.4,39.4,5.59,9.8,674.0,135.0,3530.0,9279.0,Alta
PARC-00857,Lambayeque,Emerald,5.29,21.0,64.4,6.86,8.6,563.0,246.0,4057.0,8453.0,Baja
PARC-00858,Lambayeque,Emerald,5.57,23.4,55.1,6.41,8.0,602.0,173.0,3557.0,7871.0,Baja
PARC-00859,Lambayeque,Rocio,4.06,22.5,40.3,5.94,9.8,703.0,209.0,4076.0,8637.0,Media
PARC-00860,La Libertad,Emerald,2.75,22.0,39.4,5.38,10.2,716.0,189.0,3771.0,8698.0,Media
PARC-00861,Ica,Emerald,9.68,20.8,,7.33,9.0,608.0,233.0,4331.0,7301.0,Baja
PARC-00862,La Libertad,Ventura,9.94,19.9,59.7,7.04,8.8,661.0,308.0,4494.0,8210.0,Baja
PARC-00863,Ica,Biloxi,11.97,21.1,65.6,6.61,9.5,518.0,248.0,4340.0,8935.0,Media
PARC-00864,Ica,Biloxi,11.35,22.9,,5.49,9.2,714.0,199.0,3687.0,8260.0,Baja
PARC-00865,Lambayeque,Biloxi,6.35,21.0,57.0,5.57,8.9,564.0,181.0,3879.0,9319.0,Alta
PARC-00866,Lambayeque,Rocio,3.33,22.7,47.4,6.16,6.9,558.0,290.0,4019.0,8684.0,Media
PARC-00867,La Libertad,Biloxi,2.11,22.2,49.2,6.0,,674.0,189.0,3666.0,8208.0,Baja
PARC-00868,La Libertad,Ventura,7.32,21.5,53.0,6.8,8.9,552.0,291.0,5059.0,8297.0,Baja
PARC-00869,Lambayeque,Emerald,10.61,20.8,59.7,5.9,9.0,511.0,237.0,4258.0,9691.0,Alta
PARC-00870,La Libertad,Emerald,4.68,20.6,115.8,5.37,8.9,543.0,161.0,4034.0,9435.0,Alta
PARC-00871,La Libertad,Biloxi,3.99,20.8,54.8,6.64,8.6,521.0,279.0,4313.0,8087.0,Baja
PARC-00872,Ica,Rocio,6.39,21.1,61.0,5.23,,620.0,197.0,3938.0,9353.0,Alta
PARC-00873,La Libertad,Ventura,10.94,22.6,50.3,6.53,8.5,590.0,255.0,3571.0,8073.0,Baja
PARC-00874,La Libertad,Biloxi,6.52,21.4,40.3,5.56,9.3,708.0,232.0,3975.0,9343.0,Alta
PARC-00875,La Libertad,Biloxi,9.23,20.1,66.5,6.75,8.7,587.0,292.0,4519.0,8370.0,Baja
PARC-00876,Lambayeque,Rocio,6.63,21.7,49.2,6.33,7.5,563.0,221.0,3436.0,8668.0,Media
PARC-00877,La Libertad,Rocio,5.73,22.9,39.0,5.49,9.0,675.0,211.0,3603.0,8487.0,Baja
PARC-00878,Lambayeque,Rocio,6.41,19.8,53.6,5.78,8.8,607.0,202.0,4457.0,9250.0,Alta
PARC-00879,Lambayeque,Ventura,9.68,20.8,62.5,6.77,9.3,598.0,310.0,3783.0,8387.0,Baja
PARC-00880,La Libertad,Rocio,9.54,22.6,35.8,5.27,9.9,680.0,185.0,3527.0,8747.0,Media
PARC-00881,La Libertad,Ventura,6.32,22.8,45.9,5.52,9.4,745.0,156.0,4292.0,8384.0,Baja
PARC-00882,La Libertad,Biloxi,4.68,19.8,61.5,6.37,9.1,605.0,248.0,4092.0,9122.0,Alta
PARC-00883,Ica,Rocio,3.39,21.5,49.3,6.28,7.9,564.0,218.0,3939.0,8836.0,Media
PARC-00884,La Libertad,Ventura,2.01,24.5,28.4,5.58,9.1,689.0,197.0,4003.0,7355.0,Baja
PARC-00885,La Libertad,Emerald,3.13,20.2,63.7,5.64,9.3,565.0,193.0,4579.0,9614.0,Alta
PARC-00886,La Libertad,Emerald,3.65,22.4,36.1,5.57,9.8,650.0,161.0,4298.0,8833.0,Media
PARC-00887,La Libertad,Biloxi,8.9,22.0,,5.52,9.8,774.0,227.0,3420.0,9078.0,Alta
PARC-00888,Lambayeque,Rocio,10.18,19.3,60.0,5.5,9.2,532.0,209.0,4058.0,9525.0,Alta
PARC-00889,La Libertad,Biloxi,9.37,18.7,60.0,5.28,8.1,556.0,215.0,4232.0,9230.0,Alta
PARC-00890,Ica,Rocio,9.23,19.6,55.8,6.8,8.4,529.0,257.0,4129.0,8852.0,Media
PARC-00891,La Libertad,Ventura,11.94,20.5,,5.23,10.0,506.0,218.0,3928.0,9221.0,Alta
PARC-00892,Lambayeque,Ventura,11.63,22.1,48.1,6.16,8.0,649.0,268.0,3557.0,9036.0,Media
PARC-00893,Lambayeque,Ventura,4.69,20.1,57.3,,9.1,531.0,168.0,4167.0,9347.0,Alta
PARC-00894,La Libertad,Emerald,3.45,19.0,61.8,6.03,9.7,580.0,197.0,3615.0,9319.0,Alta
PARC-00895,Lambayeque,Biloxi,3.53,22.0,56.3,6.97,8.5,535.0,214.0,3807.0,8149.0,Baja
PARC-00896,Ica,Biloxi,10.96,21.5,56.3,6.37,7.2,660.0,219.0,3903.0,9071.0,Alta
PARC-00897,Lambayeque,Emerald,3.02,18.9,65.5,5.34,8.6,543.0,168.0,3793.0,9409.0,Alta
PARC-00898,Ica,Emerald,5.4,20.0,56.2,5.35,8.6,572.0,193.0,4055.0,9141.0,Alta
PARC-00899,Lambayeque,Rocio,7.3,20.5,59.4,5.44,9.2,578.0,196.0,4120.0,9123.0,Alta
PARC-00900,La Libertad,Rocio,8.13,21.4,38.3,5.55,8.6,734.0,177.0,4173.0,9079.0,Alta
PARC-00901,Ica,Rocio,7.96,24.0,38.9,5.69,8.9,726.0,195.0,3528.0,7909.0,Baja
PARC-00902,La Libertad,Rocio,9.86,19.4,56.3,5.65,9.2,569.0,208.0,4112.0,8969.0,Media
PARC-00903,Lambayeque,Rocio,7.72,20.6,64.0,5.68,8.9,608.0,207.0,4258.0,8630.0,Media
PARC-00904,Lambayeque,Ventura,10.51,22.3,38.0,5.53,10.0,667.0,262.0,3469.0,8488.0,Baja
PARC-00905,Ica,Rocio,2.85,23.4,44.0,6.32,7.8,710.0,213.0,3908.0,8695.0,Media
PARC-00906,Ica,Rocio,10.59,19.5,58.8,7.12,7.9,537.0,224.0,4134.0,7862.0,Baja
PARC-00907,La Libertad,Emerald,7.9,23.8,35.6,5.6,9.2,686.0,234.0,4175.0,8821.0,Media
PARC-00908,Lambayeque,Biloxi,4.23,20.2,61.1,5.35,9.4,670.0,189.0,4118.0,9446.0,Alta
PARC-00909,La Libertad,Biloxi,11.78,19.6,57.9,5.81,8.7,530.0,152.0,3911.0,9226.0,Alta
PARC-00910,Lambayeque,Ventura,11.4,18.6,,6.06,8.8,480.0,227.0,3918.0,8578.0,Media
PARC-00911,Lambayeque,Emerald,10.46,21.4,56.1,6.89,9.6,579.0,242.0,4240.0,8343.0,Baja
PARC-00912,La Libertad,Emerald,11.12,22.2,42.7,6.18,7.4,556.0,244.0,3789.0,9191.0,Alta
PARC-00913,Ica,Rocio,5.82,22.4,45.7,6.17,7.4,609.0,268.0,3618.0,9046.0,Media
PARC-00914,La Libertad,Emerald,4.28,21.1,45.6,6.23,8.0,655.0,288.0,3583.0,8975.0,Media
PARC-00915,Lambayeque,Emerald,3.83,22.8,41.7,6.29,6.8,597.0,326.0,3626.0,7960.0,Baja
PARC-00916,Ica,Rocio,10.74,21.5,49.8,6.1,6.9,688.0,267.0,3636.0,8557.0,Baja
PARC-00917,Lambayeque,Rocio,10.27,21.0,58.8,5.37,8.9,582.0,193.0,3976.0,8972.0,Media
PARC-00918,Lambayeque,Emerald,11.81,19.8,54.5,5.58,8.1,531.0,223.0,4176.0,9627.0,Alta
PARC-00919,La Libertad,Emerald,10.48,20.5,59.7,5.73,9.5,569.0,228.0,4288.0,9797.0,Alta
PARC-00920,La Libertad,Biloxi,8.32,23.5,38.3,5.64,9.1,658.0,176.0,3691.0,8476.0,Baja
PARC-00921,La Libertad,Emerald,3.42,19.6,54.2,5.58,9.3,596.0,172.0,3873.0,9217.0,Alta
PARC-00922,La Libertad,Biloxi,3.65,21.9,46.7,6.51,7.6,471.0,308.0,3596.0,8951.0,Media
PARC-00923,La Libertad,Ventura,6.74,19.8,59.8,7.0,8.1,567.0,261.0,4336.0,7953.0,Baja
PARC-00924,Lambayeque,Emerald,9.68,22.7,31.8,5.59,10.3,747.0,192.0,3451.0,8814.0,Media
PARC-00925,Lambayeque,Biloxi,3.73,20.4,59.7,5.12,9.2,472.0,172.0,4438.0,9396.0,Alta
PARC-00926,La Libertad,Emerald,11.16,21.5,54.8,5.43,9.0,625.0,185.0,3981.0,8896.0,Media
PARC-00927,Lambayeque,Ventura,8.84,21.2,58.4,5.64,8.2,543.0,150.0,3836.0,8961.0,Media
PARC-00928,Ica,Emerald,5.12,22.5,52.7,6.29,7.8,582.0,198.0,3620.0,8299.0,Baja
PARC-00929,La Libertad,Ventura,10.86,22.9,30.0,5.82,9.4,777.0,158.0,4030.0,9056.0,Alta
PARC-00930,Lambayeque,Ventura,7.99,21.2,60.1,6.84,9.3,523.0,225.0,3401.0,9009.0,Media
PARC-00931,La Libertad,Ventura,9.33,20.7,59.8,5.44,8.6,541.0,209.0,4346.0,9297.0,Alta
